Number xind yind east north data err wgt Elos Nlos Ulos
 113  781  626 129.054694767100 41.319121621875 1.886378 1.08647      4 -0.60545 0.10783 -0.78855
 114  781  628 129.054694767100 41.318982732985 1.791580 2.02130      2 -0.60544 0.10783 -0.78855
 115  783  626 129.054833655990 41.319121621875 3.322541 0.39820      4 -0.60544 0.10783 -0.78855
 116  782  623 129.054764211545 41.319329955210 2.575839 0.36266     16 -0.60545 0.10783 -0.78855
 117  761  604 129.053305878200 41.320649399665 0.800459 0.41921      6 -0.60556 0.10783 -0.78846
 118  763  604 129.053444767090 41.320649399665 2.853145 0.91640      4 -0.60555 0.10783 -0.78847
 119  763  602 129.053444767090 41.320788288555 2.178533 0.91974      4 -0.60555 0.10783 -0.78847
 120  761  606 129.053305878200 41.320510510775 1.886694 0.35638      6 -0.60556 0.10783 -0.78846
 121  761  608 129.053305878200 41.320371621885 2.350965 0.65439      3 -0.60555 0.10783 -0.78846
 122  763  608 129.053444767090 41.320371621885 5.168344 0.73697      2 -0.60555 0.10783 -0.78847
 123  763  606 129.053444767090 41.320510510775 3.687950 1.01192      4 -0.60555 0.10783 -0.78847
 124  766  603 129.053653100425 41.320718844110 5.244349 0.48027     16 -0.60554 0.10783 -0.78848
 125  770  603 129.053930878205 41.320718844110 4.468808 0.45538     16 -0.60552 0.10783 -0.78849
 126  770  607 129.053930878205 41.320441066330 4.239409 0.28598     12 -0.60552 0.10783 -0.78849
 127  773  606 129.054139211540 41.320510510775 2.494050 1.31494      4 -0.60551 0.10783 -0.78850
 128  773  608 129.054139211540 41.320371621885 1.446373 0.59163      2 -0.60551 0.10783 -0.78850
 129  775  606 129.054278100430 41.320510510775 1.819735 0.91440      4 -0.60550 0.10783 -0.78851
 130  773  602 129.054139211540 41.320788288555 1.605507 0.74584      4 -0.60551 0.10783 -0.78850
 131  773  604 129.054139211540 41.320649399665 1.728695 1.11355      4 -0.60551 0.10783 -0.78850
 132  775  604 129.054278100430 41.320649399665 -0.008492 0.96570      4 -0.60550 0.10783 -0.78850
 133  775  602 129.054278100430 41.320788288555 0.005363 0.33311      4 -0.60551 0.10783 -0.78850
 134  777  619 129.054416989320 41.319607732990 3.355171 0.23771      4 -0.60547 0.10783 -0.78853
 135  777  621 129.054416989320 41.319468844100 2.970976 0.06060      2 -0.60547 0.10783 -0.78853
 136  779  621 129.054555878210 41.319468844100 3.914033 0.16633      2 -0.60546 0.10783 -0.78853
 137  779  619 129.054555878210 41.319607732990 3.566995 1.12820      4 -0.60547 0.10783 -0.78853
 138  782  620 129.054764211545 41.319538288545 2.089045 0.26801     12 -0.60545 0.10783 -0.78854
 139  782  617 129.054764211545 41.319746621880 1.605977 0.14003     12 -0.60546 0.10783 -0.78854
 140  736  548 129.051569767075 41.324538288585 3.354948 0.27041      4 -0.60570 0.10784 -0.78835
 141  736  550 129.051569767075 41.324399399695 3.560896 0.50293      4 -0.60569 0.10784 -0.78836
 142  738  550 129.051708655965 41.324399399695 2.014873 0.45484      4 -0.60569 0.10784 -0.78836
 143  738  548 129.051708655965 41.324538288585 3.813251 0.80836      4 -0.60569 0.10784 -0.78836
 144  736  552 129.051569767075 41.324260510805 1.884109 0.48951      4 -0.60569 0.10784 -0.78836
 145  736  554 129.051569767075 41.324121621915 1.958121 0.55527      2 -0.60569 0.10784 -0.78836
 146  738  554 129.051708655965 41.324121621915 2.432424 0.07745      2 -0.60568 0.10784 -0.78836
 147  738  552 129.051708655965 41.324260510805 2.809684 0.55705      4 -0.60568 0.10784 -0.78836
 148  741  553 129.051916989300 41.324191066360 3.082998 0.32007     12 -0.60567 0.10784 -0.78837
 149  741  549 129.051916989300 41.324468844140 2.962164 0.37816     16 -0.60567 0.10784 -0.78837
 150  737  560 129.051639211520 41.323704955245 1.297109 0.23307     12 -0.60568 0.10784 -0.78836
 151  740  559 129.051847544855 41.323774399690 2.708300 0.46036      4 -0.60567 0.10784 -0.78837
 152  740  561 129.051847544855 41.323635510800 3.234442 0.93254      2 -0.60567 0.10784 -0.78837
 153  742  561 129.051986433745 41.323635510800 3.144081 0.58180      2 -0.60566 0.10784 -0.78838
 154  742  559 129.051986433745 41.323774399690 2.752439 0.51734      4 -0.60566 0.10784 -0.78838
 155  741  556 129.051916989300 41.323982733025 2.981546 0.39383     16 -0.60567 0.10784 -0.78838
 156  693  459 129.048583655940 41.330718844190 -0.520527 0.49075   2898 -0.60605 0.10787 -0.78808
 157  693  513 129.048583655940 41.326968844160 0.198005 0.39805   3208 -0.60596 0.10786 -0.78815
 158  743  500 129.052055878190 41.327871621945 -0.212204 0.46127    731 -0.60571 0.10784 -0.78835
 159  735  519 129.051500322630 41.326552177490 0.383485 0.48027    130 -0.60573 0.10784 -0.78833
 160  762  515 129.053375322645 41.326829955270 -1.156736 0.35284     20 -0.60560 0.10783 -0.78843
 161  766  515 129.053653100425 41.326829955270 -0.859428 0.24080     16 -0.60558 0.10783 -0.78845
 162  776  500 129.054347544875 41.327871621945 -0.428353 0.45333    817 -0.60553 0.10783 -0.78848
 163  759  459 129.053166989310 41.330718844190 -0.367732 0.44343   3336 -0.60565 0.10783 -0.78839
 164  594  702 129.041708655885 41.313843844055 -0.549000 0.49150  13799 -0.60649 0.10793 -0.78774
 165  594  810 129.041708655885 41.306343843995 0.322321 0.43598  13680 -0.60641 0.10793 -0.78779
 166  677  771 129.047472544820 41.309052177350 -0.727899 0.34654    872 -0.60591 0.10788 -0.78818
 167  677  797 129.047472544820 41.307246621780 -0.286574 0.38705    837 -0.60591 0.10788 -0.78818
 168  698  787 129.048930878165 41.307941066230 -0.319248 0.22022     61 -0.60578 0.10786 -0.78828
 169  703  791 129.049278100390 41.307663288450 1.855997 0.16762      4 -0.60575 0.10786 -0.78831
 170  705  793 129.049416989280 41.307524399560 3.367636 0.73447      4 -0.60574 0.10786 -0.78832
 171  705  791 129.049416989280 41.307663288450 2.666330 0.40399      4 -0.60574 0.10786 -0.78832
 172  708  796 129.049625322615 41.307316066225 1.408871 0.14952     12 -0.60572 0.10786 -0.78833
 173  708  792 129.049625322615 41.307593844005 1.955257 0.33723     16 -0.60572 0.10786 -0.78833
 174  704  785 129.049347544835 41.308079955120 0.898113 0.13779     16 -0.60575 0.10786 -0.78831
 175  704  789 129.049347544835 41.307802177340 1.948684 0.26404     12 -0.60575 0.10786 -0.78831
 176  708  789 129.049625322615 41.307802177340 2.261269 0.41432     12 -0.60572 0.10786 -0.78833
 177  708  785 129.049625322615 41.308079955120 0.904422 0.10146     16 -0.60572 0.10786 -0.78833
 178  718  804 129.050319767065 41.306760510665 1.282839 0.35466    204 -0.60567 0.10786 -0.78838
 179  718  790 129.050319767065 41.307732732895 1.320753 0.37261    224 -0.60567 0.10785 -0.78838
 180  710  770 129.049764211505 41.309121621795 0.016180 0.32257    884 -0.60571 0.10786 -0.78834
 181  693  837 129.048583655940 41.304468843980 1.120305 0.23871   3299 -0.60583 0.10788 -0.78825
 182  759  837 129.053166989310 41.304468843980 1.251510 0.35400   3467 -0.60542 0.10784 -0.78857
 183  735  763 129.051500322630 41.309607732910 0.641306 0.28469    207 -0.60557 0.10784 -0.78845
 184  735  777 129.051500322630 41.308635510680 1.786114 0.39455    220 -0.60557 0.10784 -0.78845
 185  751  777 129.052611433750 41.308635510680 3.111007 0.28575    208 -0.60547 0.10784 -0.78853
 186  755  767 129.052889211530 41.309329955130 3.469473 0.21194     56 -0.60545 0.10783 -0.78854
 187  743  797 129.052055878190 41.307246621780 2.144228 0.35388    765 -0.60552 0.10784 -0.78849
 188  776  797 129.054347544875 41.307246621780 2.037972 0.37967    882 -0.60532 0.10782 -0.78864
 189  776  770 129.054347544875 41.309121621795 2.806551 0.33566    881 -0.60533 0.10782 -0.78864
 190  693  675 129.048583655940 41.315718844070 -0.126140 0.24421   3549 -0.60584 0.10786 -0.78824
 191  693  729 129.048583655940 41.311968844040 -0.193304 0.30313   3436 -0.60583 0.10786 -0.78825
 192  735  709 129.051500322630 41.313357732940 0.868112 0.28997    198 -0.60561 0.10784 -0.78842
 193  736  724 129.051569767075 41.312316066265 1.333021 0.46758    139 -0.60559 0.10784 -0.78843
 194  747  726 129.052333655970 41.312177177375 0.197878 0.36607     47 -0.60553 0.10784 -0.78848
 195  755  726 129.052889211530 41.312177177375 0.883834 0.40677     48 -0.60549 0.10783 -0.78851
 196  747  713 129.052333655970 41.313079955160 1.354632 0.47036     55 -0.60555 0.10784 -0.78847
 197  743  743 129.052055878190 41.310996621810 0.887285 0.47653    795 -0.60553 0.10784 -0.78848
 198  764  733 129.053514211535 41.311691066260 1.347185 0.42607     61 -0.60543 0.10783 -0.78856
 199  770  738 129.053930878205 41.311343844035 1.821407 0.18101     16 -0.60539 0.10783 -0.78859
 200  770  742 129.053930878205 41.311066066255 2.222013 0.12022     12 -0.60538 0.10782 -0.78860
 201  774  742 129.054208655985 41.311066066255 1.788804 0.30859     12 -0.60536 0.10782 -0.78861
 202  774  738 129.054208655985 41.311343844035 1.539095 0.41793     16 -0.60537 0.10782 -0.78861
 203  780  753 129.054625322655 41.310302177360 3.362706 0.33169     44 -0.60531 0.10782 -0.78865
 204  788  753 129.055180878215 41.310302177360 2.692837 0.33767     48 -0.60526 0.10781 -0.78869
 205  735  682 129.051500322630 41.315232732955 1.292037 0.41028    137 -0.60563 0.10784 -0.78841
 206  735  695 129.051500322630 41.314329955170 0.762450 0.42201    126 -0.60562 0.10784 -0.78841
 207  778  691 129.054486433765 41.314607732950 5.029473 0.47063     16 -0.60542 0.10783 -0.78857
 208  782  695 129.054764211545 41.314329955170 5.627475 0.23600     11 -0.60540 0.10783 -0.78858
 209  782  691 129.054764211545 41.314607732950 5.662358 0.34453     16 -0.60540 0.10783 -0.78858
 210  786  684 129.055041989325 41.315093844065 6.419271 0.28276     16 -0.60538 0.10783 -0.78860
 211  786  688 129.055041989325 41.314816066285 5.757819 0.14313     12 -0.60538 0.10783 -0.78860
 212  790  688 129.055319767105 41.314816066285 5.876337 0.42323     12 -0.60536 0.10782 -0.78861
 213  801  696 129.056083656000 41.314260510725 5.569444 0.48430    194 -0.60531 0.10782 -0.78865
 214  813  699 129.056916989340 41.314052177390 3.827159 0.24407     45 -0.60526 0.10782 -0.78869
 215  821  699 129.057472544900 41.314052177390 3.787290 0.34255     48 -0.60523 0.10782 -0.78872
 216  821  693 129.057472544900 41.314468844060 3.899049 0.42535     53 -0.60523 0.10782 -0.78872
 217  835  696 129.058444767130 41.314260510725 4.622879 0.43089    173 -0.60517 0.10781 -0.78876
 218  846  699 129.059208656025 41.314052177390 4.628590 0.47616     44 -0.60512 0.10781 -0.78880
 219  844  677 129.059069767135 41.315579955180 4.972704 0.21780     16 -0.60514 0.10781 -0.78879
 220  844  681 129.059069767135 41.315302177400 4.998609 0.38061     11 -0.60514 0.10781 -0.78879
 221  848  677 129.059347544915 41.315579955180 5.491992 0.32116     16 -0.60512 0.10781 -0.78880
 222  854  679 129.059764211585 41.315441066290 4.959497 0.45353     54 -0.60510 0.10781 -0.78882
 223  794  712 129.055597544885 41.313149399605 6.551450 1.03093      6 -0.60532 0.10782 -0.78865
 224  796  712 129.055736433775 41.313149399605 6.395384 0.15639      4 -0.60531 0.10782 -0.78866
 225  796  710 129.055736433775 41.313288288495 5.903757 0.20572      4 -0.60531 0.10782 -0.78865
 226  795  715 129.055666989330 41.312941066270 6.649270 0.38054     14 -0.60531 0.10782 -0.78866
 227  799  715 129.055944767110 41.312941066270 6.479678 0.24478     12 -0.60529 0.10782 -0.78867
 228  799  711 129.055944767110 41.313218844050 6.570198 0.10057     16 -0.60529 0.10782 -0.78867
 229  805  713 129.056361433780 41.313079955160 5.639691 0.29078     56 -0.60526 0.10782 -0.78869
 230  805  706 129.056361433780 41.313566066275 5.355377 0.25587     56 -0.60528 0.10782 -0.78868
 231  795  725 129.055666989330 41.312246621820 6.192676 0.32363     15 -0.60528 0.10782 -0.78868
 232  799  728 129.055944767110 41.312038288485 7.572294 0.36264     12 -0.60525 0.10781 -0.78870
 233  799  725 129.055944767110 41.312246621820 6.641811 0.22485     12 -0.60526 0.10782 -0.78869
 234  805  720 129.056361433780 41.312593844045 6.891783 0.38236     56 -0.60525 0.10782 -0.78870
 235  813  720 129.056916989340 41.312593844045 5.334956 0.32627     52 -0.60521 0.10781 -0.78873
 236  813  726 129.056916989340 41.312177177375 6.694927 0.37310     45 -0.60520 0.10781 -0.78874
 237  821  720 129.057472544900 41.312593844045 5.127867 0.35605     56 -0.60518 0.10781 -0.78875
 238  817  709 129.057194767120 41.313357732940 4.366203 0.26736    224 -0.60522 0.10782 -0.78872
 239  835  737 129.058444767130 41.311413288480 7.428852 0.57438      4 -0.60508 0.10780 -0.78883
 240  835  739 129.058444767130 41.311274399590 8.375998 0.52472      4 -0.60508 0.10780 -0.78883
 241  837  739 129.058583656020 41.311274399590 7.463355 0.44598      4 -0.60507 0.10780 -0.78884
 242  837  737 129.058583656020 41.311413288480 7.206439 0.51164      4 -0.60507 0.10780 -0.78884
 243  836  742 129.058514211575 41.311066066255 7.367703 0.19214     12 -0.60507 0.10780 -0.78884
 244  840  742 129.058791989355 41.311066066255 6.702363 0.14219     12 -0.60505 0.10780 -0.78886
 245  840  738 129.058791989355 41.311343844035 5.922835 0.27850     16 -0.60506 0.10780 -0.78885
 246  838  753 129.058653100465 41.310302177360 8.431710 0.31866     45 -0.60504 0.10780 -0.78887
 247  838  747 129.058653100465 41.310718844030 7.155833 0.42511     56 -0.60505 0.10780 -0.78886
 248  846  740 129.059208656025 41.311204955145 6.430871 0.37295     56 -0.60503 0.10780 -0.78887
 249  854  740 129.059764211585 41.311204955145 8.384122 0.36662     56 -0.60500 0.10780 -0.78890
 250  852  735 129.059625322695 41.311552177370 8.674141 0.27140     12 -0.60502 0.10780 -0.78888
 251  856  735 129.059903100475 41.311552177370 9.260841 0.19726     12 -0.60500 0.10780 -0.78889
 252  856  731 129.059903100475 41.311829955150 8.814659 0.36431     16 -0.60501 0.10780 -0.78889
 253  834  709 129.058375322685 41.313357732940 4.642647 0.33644    223 -0.60515 0.10781 -0.78878
 254  830  720 129.058097544905 41.312593844045 5.005306 0.34054     63 -0.60514 0.10781 -0.78878
 255  850  709 129.059486433805 41.313357732940 5.305299 0.47252    218 -0.60508 0.10781 -0.78883
 256  863  706 129.060389211590 41.313566066275 6.207996 0.44790     59 -0.60504 0.10780 -0.78887
 257  861  711 129.060250322700 41.313218844050 4.671112 0.19660     20 -0.60503 0.10780 -0.78887
 258  864  714 129.060458656035 41.313010510715 5.137776 0.40473      4 -0.60501 0.10780 -0.78888
 259  864  716 129.060458656035 41.312871621825 6.615022 0.73661      2 -0.60501 0.10780 -0.78889
 260  866  716 129.060597544925 41.312871621825 6.641638 0.93816      2 -0.60500 0.10780 -0.78889
 261  866  714 129.060597544925 41.313010510715 5.771483 1.11189      4 -0.60501 0.10780 -0.78889
 262  865  711 129.060528100480 41.313218844050 5.112038 0.25075     16 -0.60502 0.10780 -0.78888
 263  885  718 129.061916989380 41.312732732935 9.641296 0.40014     16 -0.60492 0.10780 -0.78896
 264  885  722 129.061916989380 41.312454955155 9.041366 0.25115     11 -0.60491 0.10780 -0.78896
 265  879  706 129.061500322710 41.313566066275 6.379556 0.31040     56 -0.60497 0.10780 -0.78892
 266  879  713 129.061500322710 41.313079955160 6.631413 0.38336     56 -0.60495 0.10780 -0.78893
 267  885  711 129.061916989380 41.313218844050 6.644876 0.24438     16 -0.60493 0.10780 -0.78895
 268  885  715 129.061916989380 41.312941066270 8.258677 0.38540     12 -0.60493 0.10780 -0.78895
 269  889  715 129.062194767160 41.312941066270 7.340093 0.26170     12 -0.60491 0.10780 -0.78896
 270  889  711 129.062194767160 41.313218844050 6.403739 0.28651     16 -0.60492 0.10780 -0.78896
 271  887  706 129.062055878270 41.313566066275 5.909615 0.40751     52 -0.60494 0.10780 -0.78894
 272  896  706 129.062680878275 41.313566066275 6.733077 0.41028     61 -0.60490 0.10780 -0.78897
 273  902  684 129.063097544945 41.315093844065 5.127929 0.24865     16 -0.60490 0.10780 -0.78897
 274  901  689 129.063028100500 41.314746621840 5.662155 1.16280      2 -0.60490 0.10780 -0.78897
 275  903  689 129.063166989390 41.314746621840 5.863994 0.97300      2 -0.60489 0.10780 -0.78898
 276  903  687 129.063166989390 41.314885510730 5.257075 1.03788      4 -0.60489 0.10780 -0.78898
