Number xind yind east north data err wgt Elos Nlos Ulos
 268 1002 1197 129.069764189445 41.279191043780 2.268716 0.20863    208 0.55420 0.10292 -0.82599
 269 1018 1197 129.070875300565 41.279191043780 1.891311 0.21249    208 0.55428 0.10292 -0.82594
 270 1018 1183 129.070875300565 41.280163266010 1.455427 0.41500    224 0.55431 0.10293 -0.82592
 271  902 1073 129.062819744945 41.287802154960 -2.438807 0.37778     54 0.55388 0.10289 -0.82622
 272  910 1073 129.063375300505 41.287802154960 -1.746474 0.38743     53 0.55392 0.10289 -0.82619
 273  906 1090 129.063097522725 41.286621599395 -2.104944 0.21323    157 0.55387 0.10289 -0.82622
 274  918 1093 129.063930856065 41.286413266060 -2.002918 0.11548     48 0.55392 0.10289 -0.82619
 275  926 1093 129.064486411625 41.286413266060 -2.584209 0.20786     48 0.55396 0.10290 -0.82616
 276  914 1110 129.063653078285 41.285232710495 -1.936523 0.33911    817 0.55389 0.10289 -0.82621
 277  938 1103 129.065319744965 41.285718821610 -1.777331 0.33846    201 0.55400 0.10290 -0.82614
 278  938 1118 129.065319744965 41.284677154935 -1.460072 0.22677     86 0.55400 0.10290 -0.82614
 279  954 1118 129.066430856085 41.284677154935 -0.618405 0.26609    137 0.55407 0.10290 -0.82609
 280  950 1100 129.066153078305 41.285927154945 -1.760091 0.18650     56 0.55405 0.10290 -0.82610
 281  950 1107 129.066153078305 41.285441043830 0.245422 0.41178     54 0.55405 0.10290 -0.82610
 282  958 1107 129.066708633865 41.285441043830 0.145328 0.38767     52 0.55408 0.10290 -0.82608
 283  958 1100 129.066708633865 41.285927154945 -1.419257 0.13626     56 0.55409 0.10290 -0.82607
 284  934 1080 129.065041967185 41.287316043845 -3.530757 0.46398     55 0.55402 0.10290 -0.82612
 285  940 1078 129.065458633855 41.287454932735 -3.552298 0.14300     16 0.55405 0.10290 -0.82610
 286  940 1082 129.065458633855 41.287177154955 -3.966007 0.10133     12 0.55405 0.10290 -0.82610
 287  943 1081 129.065666967190 41.287246599400 -4.802156 0.26059      4 0.55406 0.10290 -0.82609
 288  943 1083 129.065666967190 41.287107710510 -3.576889 0.41113      2 0.55406 0.10290 -0.82609
 289  945 1083 129.065805856080 41.287107710510 -1.134738 0.74509      2 0.55407 0.10291 -0.82609
 290  945 1081 129.065805856080 41.287246599400 -0.840938 1.58976      4 0.55407 0.10291 -0.82608
 291  944 1078 129.065736411635 41.287454932735 -3.702701 0.47665     16 0.55407 0.10291 -0.82608
 292  934 1093 129.065041967185 41.286413266060 -2.712260 0.11451     48 0.55400 0.10290 -0.82614
 293  942 1093 129.065597522745 41.286413266060 -2.065393 0.20576     48 0.55403 0.10290 -0.82611
 294  940 1085 129.065458633855 41.286968821620 -3.928613 0.16931     16 0.55404 0.10290 -0.82611
 295  940 1089 129.065458633855 41.286691043840 -2.147350 0.14664     12 0.55403 0.10290 -0.82611
 296  944 1089 129.065736411635 41.286691043840 -2.076725 0.12118     12 0.55405 0.10290 -0.82610
 297  950 1093 129.066153078305 41.286413266060 -1.073339 0.28630     48 0.55407 0.10290 -0.82609
 298  958 1093 129.066708633865 41.286413266060 -0.814932 0.23596     48 0.55410 0.10291 -0.82606
 299  930 1150 129.064764189405 41.282454932695 -0.599410 0.25389   3368 0.55396 0.10290 -0.82616
 300  978 1137 129.068097522765 41.283357710480 0.302708 0.32570    864 0.55418 0.10292 -0.82601
 301  978 1163 129.068097522765 41.281552154910 0.194245 0.18738    832 0.55416 0.10292 -0.82602
 302 1002 1157 129.069764189445 41.281968821580 0.591117 0.13660    208 0.55429 0.10293 -0.82594
 303 1002 1170 129.069764189445 41.281066043795 0.873239 0.16665    208 0.55426 0.10292 -0.82596
 304 1018 1170 129.070875300565 41.281066043795 2.281132 0.17347    208 0.55433 0.10293 -0.82591
 305 1014 1154 129.070597522785 41.282177154915 1.335764 0.23425     56 0.55435 0.10293 -0.82590
 306 1014 1160 129.070597522785 41.281760488245 2.146149 0.11649     48 0.55433 0.10293 -0.82590
 307 1022 1160 129.071153078345 41.281760488245 4.110245 0.16949     48 0.55437 0.10293 -0.82588
 308  996 1125 129.069347522775 41.284191043820 6.561095 0.39683     16 0.55426 0.10292 -0.82596
 309  996 1129 129.069347522775 41.283913266040 3.941353 0.09213     12 0.55426 0.10292 -0.82596
 310 1000 1129 129.069625300555 41.283913266040 4.613441 0.08548     12 0.55428 0.10292 -0.82594
 311 1000 1125 129.069625300555 41.284191043820 6.600473 0.22285     16 0.55428 0.10292 -0.82594
 312  998 1134 129.069486411665 41.283566043815 1.425676 0.32599     56 0.55427 0.10292 -0.82595
 313 1006 1134 129.070041967225 41.283566043815 2.714205 0.19895     56 0.55431 0.10293 -0.82592
 314 1006 1127 129.070041967225 41.284052154930 4.165107 0.29335     56 0.55431 0.10293 -0.82592
 315 1002 1144 129.069764189445 41.282871599365 0.997896 0.15534    208 0.55430 0.10293 -0.82593
 316 1018 1144 129.070875300565 41.282871599365 3.060969 0.49402    205 0.55437 0.10293 -0.82588
 317 1014 1127 129.070597522785 41.284052154930 4.134303 0.24283     56 0.55434 0.10293 -0.82590
 318 1014 1134 129.070597522785 41.283566043815 4.622367 0.25020     56 0.55435 0.10293 -0.82590
 319 1022 1134 129.071153078345 41.283566043815 4.651613 0.12925     56 0.55438 0.10293 -0.82587
 320 1022 1127 129.071153078345 41.284052154930 3.930738 0.23204     56 0.55438 0.10293 -0.82587
 321  986 1076 129.068653078325 41.287593821625 -2.722524 0.40136    156 0.55428 0.10293 -0.82594
 322  966 1100 129.067264189425 41.285927154945 -1.351162 0.19052     56 0.55412 0.10291 -0.82605
 323  966 1107 129.067264189425 41.285441043830 -0.087204 0.29888     56 0.55412 0.10291 -0.82605
 324  974 1107 129.067819744985 41.285441043830 -0.234256 0.12556     56 0.55415 0.10291 -0.82603
 325  970 1117 129.067541967205 41.284746599380 -0.155661 0.22570    208 0.55414 0.10291 -0.82604
 326  986 1117 129.068653078325 41.284746599380 2.594672 0.35045    208 0.55421 0.10292 -0.82599
 327  982 1107 129.068375300545 41.285441043830 1.276392 0.27039     52 0.55419 0.10291 -0.82600
 328 1006 1107 129.070041967225 41.285441043830 3.688840 0.37114     56 0.55430 0.10292 -0.82593
 329  996 1112 129.069347522775 41.285093821605 4.995331 0.19023     16 0.55425 0.10292 -0.82596
 330  996 1116 129.069347522775 41.284816043825 5.457119 0.14496     12 0.55425 0.10292 -0.82596
 331 1000 1116 129.069625300555 41.284816043825 3.547062 0.12685     12 0.55427 0.10292 -0.82595
 332 1000 1112 129.069625300555 41.285093821605 4.008393 0.05558     16 0.55427 0.10292 -0.82595
 333  998 1120 129.069486411665 41.284538266045 5.656228 0.41664     48 0.55427 0.10292 -0.82595
 334 1006 1120 129.070041967225 41.284538266045 4.403130 0.23774     48 0.55430 0.10292 -0.82593
 335 1006 1114 129.070041967225 41.284954932715 3.719592 0.10543     56 0.55430 0.10292 -0.82593
 336 1018 1117 129.070875300565 41.284746599380 3.473103 0.40479    208 0.55436 0.10293 -0.82589
 337 1012 1105 129.070458633895 41.285579932720 5.258581 0.41694     16 0.55433 0.10292 -0.82591
 338 1012 1109 129.070458633895 41.285302154940 5.147107 0.11051     12 0.55433 0.10293 -0.82591
 339 1016 1109 129.070736411675 41.285302154940 4.697101 0.07438     12 0.55435 0.10293 -0.82590
 340  996 1071 129.069347522775 41.287941043850 -4.578009 0.33040     16 0.55434 0.10293 -0.82590
 341  996 1075 129.069347522775 41.287663266070 -3.119745 0.13326     12 0.55433 0.10293 -0.82591
 342 1000 1075 129.069625300555 41.287663266070 -3.261685 0.13126     12 0.55435 0.10293 -0.82589
 343 1000 1071 129.069625300555 41.287941043850 -5.294242 0.38246     15 0.55436 0.10293 -0.82588
 344  998 1080 129.069486411665 41.287316043845 -1.528236 0.27645     56 0.55432 0.10293 -0.82591
 345  778  862 129.054208633765 41.302454932855 -2.430251 0.34380    224 0.55337 0.10283 -0.82657
 346  778  876 129.054208633765 41.301482710625 -1.340632 0.23687    208 0.55336 0.10283 -0.82657
 347  794  876 129.055319744885 41.301482710625 -1.583974 0.36682    175 0.55344 0.10284 -0.82652
 348  790  859 129.055041967105 41.302663266190 -5.306218 0.15433     56 0.55343 0.10284 -0.82653
 349  790  866 129.055041967105 41.302177155075 -3.751656 0.12909     56 0.55342 0.10284 -0.82653
 350  798  859 129.055597522665 41.302663266190 -5.410576 0.13766     56 0.55346 0.10284 -0.82650
 351  786  896 129.054764189325 41.300093821725 -1.227951 0.27591    864 0.55339 0.10283 -0.82655
 352  810  889 129.056430856005 41.300579932840 -2.118643 0.49708    223 0.55352 0.10285 -0.82646
 353  810  903 129.056430856005 41.299607710610 -1.629835 0.31973    208 0.55351 0.10285 -0.82647
 354  822  900 129.057264189345 41.299816043945 -2.115717 0.19620     55 0.55359 0.10285 -0.82642
 355  822  906 129.057264189345 41.299399377275 -1.796814 0.22355     48 0.55358 0.10285 -0.82642
 356  806  859 129.056153078225 41.302663266190 -4.765498 0.10385     56 0.55351 0.10284 -0.82647
 357  814  879 129.056708633785 41.301274377290 -6.092275 0.20675     48 0.55355 0.10285 -0.82644
 358  814  873 129.056708633785 41.301691043960 -7.210568 0.43495     55 0.55355 0.10285 -0.82644
 359  822  873 129.057264189345 41.301691043960 -7.059906 0.47874     56 0.55360 0.10285 -0.82641
 360  830  873 129.057819744905 41.301691043960 -7.934365 0.40263     53 0.55365 0.10286 -0.82637
 361  830  866 129.057819744905 41.302177155075 -10.115057 0.35128     55 0.55365 0.10286 -0.82637
 362  786  923 129.054764189325 41.298218821710 -1.721034 0.28327    864 0.55335 0.10283 -0.82658
 363  786  949 129.054764189325 41.296413266140 -1.862188 0.47733    832 0.55330 0.10282 -0.82661
 364  810  943 129.056430856005 41.296829932810 -2.824219 0.20523    200 0.55344 0.10284 -0.82651
 365  810  956 129.056430856005 41.295927155025 -3.553113 0.44776    198 0.55342 0.10284 -0.82653
 366  822  959 129.057264189345 41.295718821690 -5.258810 0.33479     48 0.55349 0.10284 -0.82648
 367  822  940 129.057264189345 41.297038266145 -3.736212 0.21418     55 0.55352 0.10285 -0.82646
 368  830  946 129.057819744905 41.296621599475 -5.400048 0.17372     46 0.55356 0.10285 -0.82643
 369  828  942 129.057680856015 41.296899377255 -3.970806 0.11614     11 0.55356 0.10285 -0.82644
 370  832  942 129.057958633795 41.296899377255 -5.198157 0.12622     12 0.55358 0.10285 -0.82642
 371  818  923 129.056986411565 41.298218821710 -2.996759 0.31158    860 0.55353 0.10285 -0.82646
 372  838  913 129.058375300465 41.298913266160 -4.925611 0.31847     56 0.55366 0.10286 -0.82637
 373  838  920 129.058375300465 41.298427155045 -3.847668 0.30910     52 0.55365 0.10286 -0.82637
 374  859  932 129.059833633810 41.297593821705 -8.903273 0.18065     68 0.55376 0.10287 -0.82630
 375  846  959 129.058930856025 41.295718821690 -10.547786 0.14742     48 0.55365 0.10286 -0.82638
 376  858  956 129.059764189365 41.295927155025 -12.950525 0.27451    189 0.55372 0.10287 -0.82632
 377  874  943 129.060875300485 41.296829932810 -12.688519 0.37393     70 0.55384 0.10288 -0.82624
 378  874  956 129.060875300485 41.295927155025 -14.161809 0.24309    127 0.55382 0.10288 -0.82625
 379  890  958 129.061986411605 41.295788266135 -15.028406 0.24960     76 0.55392 0.10289 -0.82619
 380  870  933 129.060597522705 41.297524377260 -9.217307 0.41566     22 0.55382 0.10288 -0.82625
 381  889  929 129.061916967160 41.297802155040 -12.543352 0.12337     16 0.55394 0.10289 -0.82617
 382  854  862 129.059486411585 41.302454932855 -7.917743 0.10662     13 0.55380 0.10288 -0.82627
 383  844  891 129.058791967135 41.300441043950 0.249285 0.19622     16 0.55372 0.10287 -0.82632
 384  848  895 129.059069744915 41.300163266170 0.120795 0.04261     12 0.55374 0.10287 -0.82631
 385  848  891 129.059069744915 41.300441043950 -0.358566 0.07440     16 0.55374 0.10287 -0.82631
 386  855  897 129.059555856030 41.300024377280 -0.915622 0.43439      5 0.55378 0.10287 -0.82628
 387  854  893 129.059486411585 41.300302155060 -0.948249 0.22508     56 0.55378 0.10287 -0.82629
 388  862  893 129.060041967145 41.300302155060 -2.001775 0.45793     54 0.55382 0.10288 -0.82625
 389  882  893 129.061430856045 41.300302155060 -1.564972 0.46471    178 0.55394 0.10289 -0.82617
 390  786  976 129.054764189325 41.294538266125 -0.798263 0.33849    864 0.55327 0.10282 -0.82663
 391  786 1003 129.054764189325 41.292663266110 -0.919513 0.29656    846 0.55323 0.10282 -0.82666
 392  810 1010 129.056430856005 41.292177154995 -3.447119 0.47584    208 0.55335 0.10283 -0.82658
 393  826 1010 129.057541967125 41.292177154995 -6.168568 0.23384    179 0.55346 0.10284 -0.82650
 394  826  992 129.057541967125 41.293427155005 -7.240704 0.41149     49 0.55348 0.10284 -0.82649
 395  806  966 129.056153078225 41.295232710575 -1.725773 0.20528     56 0.55338 0.10283 -0.82655
 396  814  966 129.056708633785 41.295232710575 -2.770579 0.22972     56 0.55344 0.10284 -0.82652
 397  806  986 129.056153078225 41.293843821675 -2.025599 0.13916     48 0.55336 0.10283 -0.82657
 398  830  986 129.057819744905 41.293843821675 -7.339466 0.17518     48 0.55351 0.10285 -0.82647
 399  830  980 129.057819744905 41.294260488345 -8.948382 0.40537     53 0.55352 0.10285 -0.82646
 400  786 1030 129.054764189325 41.290788266095 -1.357372 0.31370    789 0.55320 0.10281 -0.82668
 401  786 1056 129.054764189325 41.288982710525 -1.355582 0.21893    817 0.55317 0.10281 -0.82670
 402  818 1056 129.056986411565 41.288982710525 -2.342181 0.26531    832 0.55335 0.10283 -0.82658
 403  809 1023 129.056361411560 41.291274377210 -3.721577 0.28781    149 0.55333 0.10283 -0.82659
 404  810 1037 129.056430856005 41.290302154980 -2.484931 0.25393    208 0.55332 0.10282 -0.82660
 405  826 1037 129.057541967125 41.290302154980 -3.060590 0.26742    208 0.55343 0.10284 -0.82653
 406  830 1020 129.057819744905 41.291482710545 -6.847793 0.34419     56 0.55347 0.10284 -0.82649
 407  842 1023 129.058653078245 41.291274377210 -6.670177 0.42822    185 0.55355 0.10285 -0.82644
 408  842 1037 129.058653078245 41.290302154980 -4.021514 0.18560    199 0.55353 0.10285 -0.82645
 409  858 1037 129.059764189365 41.290302154980 -4.302886 0.34108    208 0.55364 0.10286 -0.82638
 410  858 1023 129.059764189365 41.291274377210 -6.099925 0.30225    224 0.55365 0.10286 -0.82637
 411  850 1056 129.059208633805 41.288982710525 -3.057132 0.17612    832 0.55356 0.10285 -0.82643
 412  874 1050 129.060875300485 41.289399377195 -3.587615 0.12562    208 0.55373 0.10287 -0.82632
 413  874 1063 129.060875300485 41.288496599410 -3.160014 0.32979    187 0.55371 0.10287 -0.82633
 414  886 1060 129.061708633825 41.288704932745 -2.846714 0.22270     56 0.55379 0.10288 -0.82627
 415  874 1023 129.060875300485 41.291274377210 -6.470181 0.26422    224 0.55376 0.10287 -0.82630
 416  874 1037 129.060875300485 41.290302154980 -4.554623 0.32947    208 0.55374 0.10287 -0.82631
 417  890 1037 129.061986411605 41.290302154980 -4.667979 0.19795    194 0.55385 0.10288 -0.82624
 418  890 1023 129.061986411605 41.291274377210 -6.357468 0.28666    224 0.55386 0.10289 -0.82623
 419  850  976 129.059208633805 41.294538266125 -9.277122 0.47970    861 0.55365 0.10286 -0.82637
 420  850 1003 129.059208633805 41.292663266110 -6.672411 0.41909    818 0.55362 0.10286 -0.82639
 421  882 1003 129.061430856045 41.292663266110 -7.412416 0.30436    864 0.55383 0.10288 -0.82625
 422  874  969 129.060875300485 41.295024377240 -12.223305 0.21933    224 0.55381 0.10288 -0.82626
 423  874  983 129.060875300485 41.294052155010 -9.788919 0.35284    208 0.55380 0.10288 -0.82627
 424  890  983 129.061986411605 41.294052155010 -11.215029 0.43194    205 0.55390 0.10289 -0.82620
 425  890  969 129.061986411605 41.295024377240 -14.600092 0.34267    220 0.55391 0.10289 -0.82619
 426  906  983 129.063097522725 41.294052155010 -10.093741 0.39449    200 0.55400 0.10290 -0.82613
 427  922  983 129.064208633845 41.294052155010 -11.006381 0.37961    204 0.55410 0.10291 -0.82606
 428  922  968 129.064208633845 41.295093821685 -14.533643 0.39334     61 0.55412 0.10291 -0.82605
 429  906  996 129.063097522725 41.293149377225 -7.766845 0.43468    224 0.55399 0.10290 -0.82614
 430  906 1010 129.063097522725 41.292177154995 -6.760184 0.25994    208 0.55398 0.10290 -0.82615
 431  922 1010 129.064208633845 41.292177154995 -5.633277 0.26092    208 0.55407 0.10291 -0.82609
 432  922  996 129.064208633845 41.293149377225 -7.379306 0.24258    224 0.55409 0.10291 -0.82607
 433  938  996 129.065319744965 41.293149377225 -8.611340 0.46585    220 0.55418 0.10292 -0.82601
 434  938 1010 129.065319744965 41.292177154995 -6.644432 0.36118    183 0.55416 0.10292 -0.82603
 435  956 1010 129.066569744975 41.292177154995 -4.980920 0.45717     96 0.55426 0.10293 -0.82596
 436  938  970 129.065319744965 41.294954932795 -12.793232 0.38456     39 0.55422 0.10292 -0.82598
 437  934  983 129.065041967185 41.294052155010 -11.646471 0.26675     45 0.55417 0.10292 -0.82601
 438  955  974 129.066500300530 41.294677155015 -13.964789 0.37045     15 0.55432 0.10294 -0.82591
 439  906 1023 129.063097522725 41.291274377210 -5.981254 0.47367    213 0.55396 0.10290 -0.82616
 440  922 1037 129.064208633845 41.290302154980 -5.324511 0.43666    208 0.55403 0.10290 -0.82611
 441  922 1023 129.064208633845 41.291274377210 -5.734095 0.35482    224 0.55405 0.10291 -0.82610
 442  902 1066 129.062819744945 41.288288266075 -1.355011 0.45126     47 0.55389 0.10289 -0.82621
 443  917 1065 129.063861411620 41.288357710520 1.054684 0.40506     31 0.55396 0.10290 -0.82616
 444  926 1053 129.064486411625 41.289191043860 0.495727 0.42072     45 0.55403 0.10290 -0.82611
 445  942 1047 129.065597522745 41.289607710530 -5.933416 0.41313     56 0.55413 0.10291 -0.82605
 446  950 1047 129.066153078305 41.289607710530 -6.510781 0.24992     56 0.55417 0.10292 -0.82602
 447  958 1053 129.066708633865 41.289191043860 -6.304215 0.23917     48 0.55420 0.10292 -0.82600
 448  958 1047 129.066708633865 41.289607710530 -6.559267 0.19432     56 0.55421 0.10292 -0.82599
 449  938 1023 129.065319744965 41.291274377210 -5.801138 0.45164    218 0.55414 0.10292 -0.82604
 450  934 1034 129.065041967185 41.290510488315 -5.454102 0.31251     56 0.55410 0.10291 -0.82606
 451  950 1040 129.066153078305 41.290093821645 -6.665183 0.40734     47 0.55418 0.10292 -0.82601
 452  958 1040 129.066708633865 41.290093821645 -6.023759 0.14197     48 0.55422 0.10292 -0.82598
 453  958 1034 129.066708633865 41.290510488315 -6.012493 0.12464     56 0.55423 0.10292 -0.82597
 454  954 1023 129.066430856085 41.291274377210 -4.934842 0.42648    151 0.55423 0.10292 -0.82598
 455  966 1020 129.067264189425 41.291482710545 -4.478144 0.18936     56 0.55430 0.10293 -0.82593
 456  966 1027 129.067264189425 41.290996599430 -4.533475 0.30697     56 0.55429 0.10293 -0.82594
 457  974 1027 129.067819744985 41.290996599430 -4.572579 0.17989     56 0.55433 0.10293 -0.82591
 458  970 1037 129.067541967205 41.290302154980 -5.076580 0.33937    208 0.55429 0.10293 -0.82593
 459  982 1034 129.068375300545 41.290510488315 -5.284085 0.28075     56 0.55436 0.10294 -0.82588
 460  982 1040 129.068375300545 41.290093821645 -5.790164 0.26214     48 0.55435 0.10294 -0.82589
 461  990 1040 129.068930856105 41.290093821645 -6.022344 0.12884     48 0.55440 0.10294 -0.82586
 462  982 1027 129.068375300545 41.290996599430 -4.286480 0.19594     56 0.55438 0.10294 -0.82588
 463  990 1027 129.068930856105 41.290996599430 -3.596514 0.21656     56 0.55442 0.10294 -0.82585
 464  966 1047 129.067264189425 41.289607710530 -6.641500 0.30464     56 0.55426 0.10293 -0.82596
 465  966 1053 129.067264189425 41.289191043860 -6.843800 0.10792     48 0.55424 0.10293 -0.82597
 466  974 1053 129.067819744985 41.289191043860 -7.073440 0.06307     48 0.55429 0.10293 -0.82594
 467  974 1047 129.067819744985 41.289607710530 -5.983772 0.22488     56 0.55430 0.10293 -0.82593
 468  966 1060 129.067264189425 41.288704932745 -5.990163 0.27599     55 0.55423 0.10292 -0.82598
 469  966 1066 129.067264189425 41.288288266075 -6.170479 0.31197     48 0.55421 0.10292 -0.82599
 470  974 1066 129.067819744985 41.288288266075 -5.789842 0.27690     48 0.55425 0.10292 -0.82596
 471  974 1060 129.067819744985 41.288704932745 -6.475258 0.31147     56 0.55427 0.10293 -0.82595
 472  982 1060 129.068375300545 41.288704932745 -5.341752 0.42563     54 0.55431 0.10293 -0.82592
 473  982 1066 129.068375300545 41.288288266075 -6.561341 0.33975     48 0.55429 0.10293 -0.82594
 474  982 1047 129.068375300545 41.289607710530 -6.898876 0.18913     56 0.55434 0.10294 -0.82590
 475  982 1053 129.068375300545 41.289191043860 -6.677538 0.09576     48 0.55433 0.10293 -0.82591
 476  990 1047 129.068930856105 41.289607710530 -6.476548 0.26318     56 0.55438 0.10294 -0.82587
 477 1018 1063 129.070875300565 41.288496599410 2.346558 0.47022     27 0.55448 0.10295 -0.82580
 478  998 1040 129.069486411665 41.290093821645 -5.325971 0.38363     44 0.55444 0.10295 -0.82583
 479  990  987 129.068930856105 41.293774377230 -7.716047 0.17974      7 0.55450 0.10295 -0.82579
 480  963  990 129.067055856090 41.293566043895 -14.067440 0.91361      4 0.55434 0.10294 -0.82590
 481  963  992 129.067055856090 41.293427155005 -15.810257 0.22215      4 0.55433 0.10294 -0.82591
 482  965  992 129.067194744980 41.293427155005 -14.885572 0.38800      4 0.55434 0.10294 -0.82590
 483  965  990 129.067194744980 41.293566043895 -13.313157 1.11438      4 0.55435 0.10294 -0.82590
 484  964  995 129.067125300535 41.293218821670 -14.061855 0.14861     12 0.55433 0.10294 -0.82591
 485  968  995 129.067403078315 41.293218821670 -11.519571 0.21658     12 0.55435 0.10294 -0.82589
 486  967  990 129.067333633870 41.293566043895 -13.232622 0.96868      4 0.55436 0.10294 -0.82589
 487  967  992 129.067333633870 41.293427155005 -13.749946 0.50225      4 0.55435 0.10294 -0.82589
 488  969  992 129.067472522760 41.293427155005 -13.282314 0.56600      4 0.55437 0.10294 -0.82588
 489  969  990 129.067472522760 41.293566043895 -13.754683 0.56823      4 0.55437 0.10294 -0.82588
 490  964  998 129.067125300535 41.293010488335 -9.338922 0.36969     16 0.55432 0.10294 -0.82591
 491  964 1002 129.067125300535 41.292732710555 -4.609958 0.08211     12 0.55432 0.10293 -0.82592
 492  968 1002 129.067403078315 41.292732710555 -5.958877 0.22161     12 0.55434 0.10294 -0.82590
 493  964 1005 129.067125300535 41.292524377220 -4.297836 0.07520     16 0.55431 0.10293 -0.82592
 494  964 1009 129.067125300535 41.292246599440 -4.305907 0.08765     12 0.55430 0.10293 -0.82592
 495  968 1009 129.067403078315 41.292246599440 -2.441839 0.10127     12 0.55433 0.10294 -0.82591
 496  968 1005 129.067403078315 41.292524377220 -3.771630 0.14005     16 0.55433 0.10294 -0.82590
 497  966 1013 129.067264189425 41.291968821660 -4.248445 0.22785     48 0.55431 0.10293 -0.82592
 498  980  998 129.068236411655 41.293010488335 -9.787508 0.44766     13 0.55442 0.10294 -0.82585
 499  999  969 129.069555856110 41.295024377240 -14.457062 0.21689     14 0.55461 0.10297 -0.82572
 500 1004  986 129.069903078335 41.293843821675 -10.804217 0.18700     12 0.55459 0.10296 -0.82573
 501 1019  987 129.070944745010 41.293774377230 -6.977407 0.41396     38 0.55468 0.10297 -0.82567
 502 1021  969 129.071083633900 41.295024377240 -11.442367 0.38619     27 0.55474 0.10298 -0.82562
 503  900  871 129.062680856055 41.301829932850 -11.012369 0.15669     15 0.55407 0.10291 -0.82608
 504  900  875 129.062680856055 41.301552155070 -9.085641 0.09462     12 0.55407 0.10290 -0.82609
 505  904  875 129.062958633835 41.301552155070 -9.780279 0.04545     12 0.55409 0.10291 -0.82607
 506  904  871 129.062958633835 41.301829932850 -10.383180 0.33580     16 0.55410 0.10291 -0.82606
 507  902  879 129.062819744945 41.301274377290 -10.534231 0.20898     48 0.55408 0.10291 -0.82608
 508  910  879 129.063375300505 41.301274377290 -10.651724 0.06619     48 0.55413 0.10291 -0.82604
 509  922  877 129.064208633845 41.301413266180 -11.269742 0.37167    100 0.55422 0.10292 -0.82598
 510  922  862 129.064208633845 41.302454932855 -5.884971 0.27943     21 0.55424 0.10293 -0.82597
 511  906  884 129.063097522725 41.300927155065 -11.160360 0.37721     28 0.55410 0.10291 -0.82607
 512  912  908 129.063514189395 41.299260488385 -6.912766 0.35012     10 0.55411 0.10291 -0.82606
 513  918  906 129.063930856065 41.299399377275 -7.373571 0.49878     47 0.55416 0.10292 -0.82603
 514  921  883 129.064139189400 41.300996599510 -11.114439 0.33271      9 0.55421 0.10292 -0.82599
 515  937  878 129.065250300520 41.301343821735 -10.186571 0.14922     34 0.55433 0.10294 -0.82591
 516  957  880 129.066639189420 41.301204932845 -9.776433 0.06740     14 0.55447 0.10295 -0.82581
 517  910  911 129.063375300505 41.299052155050 -7.805964 0.16782     12 0.55409 0.10291 -0.82607
 518  924  926 129.064347522735 41.298010488375 -14.191681 0.26273     27 0.55418 0.10292 -0.82601
 519  926  920 129.064486411625 41.298427155045 -14.305213 0.29717     56 0.55420 0.10292 -0.82600
 520  914  954 129.063653078285 41.296066043915 -15.050606 0.42841     50 0.55408 0.10291 -0.82608
 521  942  955 129.065597522745 41.295996599470 -15.954781 0.42796     19 0.55427 0.10293 -0.82595
 522  938  916 129.065319744965 41.298704932825 -13.492998 0.41505     76 0.55429 0.10293 -0.82594
 523  972  917 129.067680856095 41.298635488380 -6.472329 0.36328     31 0.55452 0.10296 -0.82577
 524  990  920 129.068930856105 41.298427155045 -9.254454 0.31194     56 0.55464 0.10297 -0.82569
 525  973  939 129.067750300540 41.297107710590 -21.210850 0.34653     49 0.55450 0.10296 -0.82579
 526 1002  944 129.069764189445 41.296760488365 -15.399577 0.44197     62 0.55469 0.10298 -0.82566
 527 1002  951 129.069764189445 41.296274377250 -16.404705 0.45606     16 0.55468 0.10298 -0.82567
 528 1019  946 129.070944745010 41.296621599475 -7.420118 0.40113     39 0.55480 0.10299 -0.82559
 529  996  917 129.069347522775 41.298635488380 -10.959534 0.21873     15 0.55469 0.10298 -0.82566
 530  997  925 129.069416967220 41.298079932820 -12.166888 0.19241      7 0.55469 0.10298 -0.82566
 531  975  878 129.067889189430 41.301343821735 -7.420412 0.39850     49 0.55460 0.10297 -0.82572
 532  978  895 129.068097522765 41.300163266170 -9.340739 0.37275     60 0.55460 0.10297 -0.82572
 533 1013  885 129.070528078340 41.300857710620 -14.574697 0.41565     78 0.55486 0.10300 -0.82554
 534 1010  881 129.070319745005 41.301135488400 -14.777843 0.25880     59 0.55484 0.10300 -0.82555
 535 1035  881 129.072055856130 41.301135488400 -14.604839 0.12241     19 0.55502 0.10302 -0.82544
 536 1055  857 129.073444745030 41.302802155080 -6.283682 0.19739     17 0.55518 0.10304 -0.82532
 537 1035  883 129.072055856130 41.300996599510 -13.243070 0.10285     18 0.55501 0.10302 -0.82544
 538 1066  904 129.074208633925 41.299538266165 -9.470788 0.45234     45 0.55519 0.10304 -0.82531
 539 1084  887 129.075458633935 41.300718821730 -7.173836 0.36438     55 0.55534 0.10306 -0.82521
 540 1064  858 129.074069745035 41.302732710635 -7.262549 0.10232     17 0.55524 0.10304 -0.82528
 541 1067  875 129.074278078370 41.301552155070 -7.311650 0.14466     15 0.55524 0.10304 -0.82528
 542 1051  935 129.073166967250 41.297385488370 -7.037419 0.07516     12 0.55502 0.10302 -0.82543
 543 1027  950 129.071500300570 41.296343821695 -9.952929 0.00000      1 0.55484 0.10300 -0.82556
